gene	FPKM
Hgs	57.5428
Fam195b	102.24
Npb	0.674709
Alyref	154.561
Anapc11	122.301
Myadml2	0.328907
Pcyt2	65.1158
Notum	8.56837
Pycr1	22.7789
Cenpx	61.1899
Cbr2	10.1164
Dcxr	6.92662
Rac3	29.4197
Sirt7	22.7758
Mafg	47.3364
Hmga1-rs1	27.4831
P4hb	784.82
Rfng	11.7603
Lrrc45	25.2625
Arhgdia	510.01
Dus1l	36.6424
Gps1	112.168
Ccdc57	2.99442
Slc16a3	8.29642
Actg1	2566.99
Aspscr1	70.4617
Cd7	0.028414
Tex19.2	0.0120262
Sectm1a	0.453912
Sectm1b	0.0715362
Uts2r	0.177274
Tex19.1	91.033
Narf	17.4429
Fasn	141.152
Csnk1d	127.953
Foxk2	33.1879
Rab40b	1.49708
Fn3krp	7.33853
Fn3k	0.871115
Ptchd3	0
Ogfod3	9.56144
BC017643	27.2595
Hexdc	15.0883
Wdr45b	53.9009
Metrnl	19.6659
Tbcd	13.8859
B3gntl1	6.22354
Zfp750	0
Kif3c	12.5831
Rab10	56.1716
Asxl2	4.75313
Pomc	0.45755
Efr3b	0.406624
Dnajc27	4.64202
Ncoa1	2.63639
Fkbp1b	7.53851
Fam228b	3.65825
Pfn4	0.871217
Apob	0
Klhl29	0.00324366
Wdcp	5.25967
Mfsd2b	1.37654
Ubxn2a	9.11017
Dtnb	33.0869
Sf3b6	127.34
Gdf7	0.055557
Atad2b	4.72466
Dnmt3a	22.7897
Hs1bp3	26.2223
Slc7a15	0.0251595
Adcy3	16.4234
Ptrhd1	3.06072
Cenpo	10.1925
Ldah	24.7997
Rhob	54.6539
Itsn2	15.4941
Gm3625	0
Fam228a	0.0949876
Sdc1	75.5714
Matn3	0.2524
Ttc32	3.91172
Wdr35	6.58197
Msgn1	0
Kcns3	0.0419901
Rdh14	25.8325
Osr1	80.9501
Gen1	4.00584
Nt5c1b	0.039146
Pum2	51.3254
Rad51ap2	1.2459
Vsnl1	2.477
Mycn	0.654966
Laptm4a	332.886
Fam49a	3.28908
Fam84a	3.9078
Nbas	4.90348
Smc6	58.9325
Ntsr2	0.0688121
Trib2	31.3536
Ddx1	80.649
Greb1	0.56408
Lpin1	4.95569
E2f6	31.1209
2410004P03Rik	0.0710415
Kcnf1	0.773738
Pqlc3	11.7112
Rock2	22.3902
Nol10	12.8326
Pdia6	80.1388
Atp6v1c2	0.294191
Gm21863	0
5730507C01Rik	0.328339
Gm10479	1.49066
Hpcal1	52.202
Odc1	99.4469
Iah1	52.9125
Adam17	24.7458
Gm10330	1.55885
9030624G23Rik	0.238815
Grhl1	0.0306145
Klf11	3.72356
Cys1	0.645949
Taf1b	11.828
Asap2	9.47863
Cpsf3	79.3179
Itgb1bp1	36.1056
Mboat2	13.5761
Rrm2	68.3185
Rsad2	3.0867
Cmpk2	6.71149
Rnf144a	5.76249
Allc	0
Id2	46.5507
Colec11	0.0363155
Dcdc2c	0.197959
Sox11	9.87863
Ywhaq	215.546
Kidins220	19.0194
Rnaseh1	9.31265
Adi1	37.6766
Myt1l	0.00633813
Tssc1	15.2447
Trappc12	14.3188
Tpo	0
Sntg2	0
Tmem18	9.16371
CT571245.2	0
Fam110c	1.01446
Sh3yl1	2.36952
Fam150b	0.0339284
Acp1	93.3267
Rps7	945.389
Pxdn	55.7137
Slc26a3	0
Slc26a4	0
Dus4l	3.15815
Cbll1	5.86016
Bcap29	10.7071
Dld	59.7661
Pik3cg	0.0141364
Ccdc71l	6.02056
Cdhr3	0
Efcab10	0
Ferd3l	0
Nampt	19.2462
Prkar2b	35.75
Twistnb	10.5543
Atxn7l1	4.87625
Prps1l1	0
Sypl	38.8524
Twist1	66.4735
Lamb1	89.8424
Cog5	9.23113
Hbp1	62.1328
Gpr22	0
Agr3	0
Agr2	0
Hdac9	5.95935
Tspan13	9.29331
Ahr	9.1914
Snx13	10.5125
Sostdc1	0.0280869
Lrrc72	0
Meox2	2.78506
Agmo	0.139163
Dgkb	0.290956
D630036H23Rik	0.270263
Ispd	3.75027
Lsmem1	0
Scin	0.111191
Arl4a	13.0852
Bzw2	66.8549
Ankmy2	12.5708
Dnajb9	6.75454
Zfp277	7.55081
Zfp277	0
Immp2l	10.4269
Lrrn3	0.224052
Dock4	1.15037
Ifrd1	79.024
Nova1	3.37129
Stxbp6	20.7956
Pnpla8	33.465
Etv1	35.0788
Nrcam	2.54571
Prkd1	11.2607
G2e3	8.9582
Foxg1	72.857
Gm43517	0.595003
Coch	0.669079
Scfd1	59.2308
Gpr33	0
Dtd2	9.10408
Nubpl	4.43312
Akap6	0.274646
Npas3	0.861369
Heatr5a	7.97797
Egln3	26.6685
Arhgap5	16.8602
Sptssa	46.3703
Eapp	23.2144
Strn3	28.7205
Ap4s1	10.786
Hectd1	15.5712
1700047I17Rik2	0
Srp54a	0
Fam177a	0.0834776
2700097O09Rik	7.91418
Snx6	83.8228
Srp54a	12.8917
Srp54b	6.84724
Baz1a	6.33003
Gm20403	0.171729
Cfl2	150.958
Ppp2r3c	9.84965
1110008L16Rik	6.20062
Aldoart2	0
Insm2	0
Nkx2-9	0
Nkx2-1	0
Mbip	12.7266
Nfkbia	124.434
Brms1l	18.6433
Clec14a	0
Sstr1	0
Foxa1	0.497176
Psma6	236.605
Ttc6	0.0705028
Pax9	3.35491
Slc25a21	2.11153
Ralgapa1	8.73852
Prps1l3	24.9033
Mipol1	7.41427
Gemin2	12.9208
Sec23a	45.6201
Trappc6b	68.0619
Pnn	43.783
Fscb	0
Lrfn5	1.11335
Fbxo33	8.76607
Gm527	7.69811
Klhl28	3.44218
Fam179b	4.94078
Rpl10l	0
Wdr20rt	0
Fancm	8.12214
Mis18bp1	9.56958
Mdga2	2.21848
Lrr1	8.1433
Klhdc1	3.57789
Prpf39	17.7226
Fkbp3	226.374
Prpf39	0.372338
Vcpkmt	13.9701
Rpl36al	241.249
AC099934.3	11.943
Dnaaf2	1.6872
AC099934.7	12.5554
Pole2	10.4196
Mgat2	30.7392
Cdkl1	0.656121
L2hgdh	6.6325
Atp5s	20.4821
Gm9887	3.72553
Arf6	92.6683
Rps29	2547.79
Sos2	11.5442
Klhdc2	58.5578
Nemf	16.4661
Abhd12b	0
Ctage5	30.991
Pygl	6.12723
Trim9	0.61774
Tmx1	40.0715
Frmd6	11.1209
Nin	6.53097
Actr10	176.781
Map4k5	15.2699
Sav1	40.5061
Atl1	6.04829
Arid4a	7.58923
Dact1	3.17462
Gpr135	0.173046
2700049A03Rik	4.46263
L3hypdh	4.31626
Tomm20l	0
Timm9	31.7831
Rtn1	0.579244
Lrrc9	0.0702004
Daam1	4.22878
Pcnx4	7.18278
Gm4756	0.033024
Dhrs7	19.6379
Jkamp	29.0451
Ccdc175	0.3116
4930447C04Rik	8.49085
Six6	0
Six4	8.80859
Ppm1a	111.976
Six1	55.0787
Trmt5	43.6385
Tmem30b	0.540771
Mnat1	41.5946
Psma3	272.14
Prkch	0.765576
Slc38a6	21.0742
Gm11042	0
Kcnh5	0.00575243
Dbpht2	0.00863302
Gphb5	0
Syt16	0.162576
Rhoj	2.13091
Wdr89	6.10996
Sgpp1	5.3443
Ppp2r5e	25.8786
Tex21	0.262795
Esr2	0.269419
Akap5	0.454014
Hif1a	37.433
AC124712.1	6.03488
Snapc1	6.45061
Zbtb25	15.3875
Ppp1r36	1.13608
Zbtb1	3.9602
Hspa2	10.2875
Mthfd1	39.4025
Plekhg3	10.5197
Sptb	0.409818
Gm6657	0
Max	53.6112
Fam71d	0
Churc1	53.7416
Fntb	19.0733
Gpx2	0
Rab15	3.01209
Gphn	7.86389
Mpp5	6.05919
Syne2	18.2027
Fut8	24.8905
Atp6v1d	38.9524
Plek2	0.610118
Tmem229b	2.13269
Plekhh1	0.326512
Pigh	10.7344
Eif2s1	98.3575
Arg2	0.162758
Vti1b	32.7311
Rdh12	1.23461
Rdh11	32.9225
Rad51b	2.0704
Zfyve26	11.4753
Zfp36l1	147.78
Galnt16	0.810925
Dcaf5	24.2597
Exd2	11.6459
Ccdc177	0.0358237
Plekhd1	0.0883181
Actn1	105.768
Susd6	29.3992
Erh	173.045
Slc39a9	14.6127
Slc10a1	0.0301238
Slc8a3	0.0468494
Smoc1	0.381913
Adam21	0.0327492
Ttc9	0.648852
Map3k9	0.17696
Med6	47.9576
Dpf3	0
Pcnx	15.5656
Dcaf4	18.3353
Gm20498	22.0839
Cox16	56.3554
Synj2bp	13.9694
Gm4787	0.107376
Adam4	0.105977
Rgs6	0
Zfyve1	38.5575
Sipa1l1	19.5182
Papln	0.637447
Heatr4	0.00782076
Srsf5	224.924
Acot5	0
Acot2	2.34671
Riox1	7.0198
Acot6	0.58209
Acot4	0.0295725
AC133183.1	0
Acot3	0
Acot1	10.1947
Psen1	38.7633
Dnal1	6.47409
Pnma1	0.945918
Numb	16.1505
Elmsan1	8.17923
Ptgr2	21.889
Vsx2	0
Lin52	6.70727
Entpd5	2.1163
Vrtn	0
Syndig1l	0.0142507
Rbm25	65.4268
Bbof1	0.309837
Aldh6a1	6.90488
Rnf113a2	9.4052
Zfp410	37.303
Abcd4	12.9768
Fam161b	0.874867
Coq6	28.8405
Ltbp2	0.993019
Isca2	45.8482
Prox2	2.1175
Npc2	96.5071
Arel1	10.2406
Fcf1	77.4271
Rps6kl1	0.113257
Pgf	2.48414
Ylpm1	19.3365
Zc2hc1c	0.881054
Acyp1	26.0351
Eif2b2	60.0286
Mlh3	7.4118
Nek9	29.1959
Dlst	70.435
Batf	0.147158
Fos	24.1282
Mfsd7c	2.86383
Jdp2	27.0025
Tmed10	125.237
0610007P14Rik	63.1636
Vash1	0.120284
Lrrc74a	0
Esrrb	0.322118
Angel1	1.90842
Gpatch2l	6.71947
Ift43	56.3347
Ngb	0
Zdhhc22	0.00680384
Tmem63c	0.00712104
Noxred1	0.0734362
Cipc	8.03691
Tmed8	1.54826
Samd15	0.902755
Irf2bpl	65.36
Vipas39	13.6646
Pomt2	5.89673
Gstz1	36.6676
Ism2	0.548926
Ttll5	29.1896
Tgfb3	32.5001
Sptlc2	79.3444
Ahsa1	123.853
Gm16381	0
Gm4027	0
AC126554.8	0.0948869
Oog1	0
Gm8300	0.0265413
Gm21319	0
Gm21936	0
Gm16381	0
BB287469	0
Gm2016	0.0425342
Gm2022	0.0948869
Gm2035	0
Gm2075	0
Gm6803	0
AC079644.16	0
Gm2056	0
Gm8332	0
Gm5662	0
Gm5039	0.013407
Gm2042	0
Gm10436	0.106446
Dio2	0.288499
Tshr	0.00539831
Nrxn3	0.0128512
Adck1	9.47796
Ston2	1.45523
Gtf2a1	6.63909
Cep128	7.07884
Gpr65	0
Kcnk10	0.0274148
Alkbh1	12.9008
Snw1	55.733
Slirp	166.064
Galc	5.66028
Spata7	5.24933
Flrt2	34.2529
Ptpn21	10.4688
Sel1l	26.8153
Kcnk13	0.0154971
Efcab11	3.23887
Ttc8	27.9119
Foxn3	6.95114
Tdp1	16.7307
Nrde2	8.0941
Psmc1	222.264
Rps6ka5	2.17404
9030617O03Rik	0.468855
Gpr68	0.024662
Catsperb	0
Tc2n	0.0174391
Ccdc88c	3.96467
Ttc7b	7.5617
Fbln5	8.52082
Trip11	4.56903
Atxn3	7.08154
Slc24a4	0.0156116
Ppp4r3a	29.6066
Cpsf2	14.0357
Rin3	12.3475
Zc3h14	97.903
Eml5	5.62805
Chga	0.0527669
Itpk1	8.61017
Lgmn	43.3218
Golga5	18.1112
Calm1	370.301
Cox8c	0
Fam181a	0
Prima1	0
Asb2	0
Unc79	0
9330161L09Rik	0.278085
Otub2	4.58825
Gm28051	0.20592
Gm20604	6.98388
Moap1	5.41348
Gon7	12.4811
Ubr7	23.4708
Tmem251	3.18163
Btbd7	15.1538
Ifi27l2b	0
Serpina6	0
Serpina16	0
Serpina1c	0
Serpina1f	0
Ifi27l2a	11.6093
Serpina1a	0
Serpina10	0.00672954
Serpina1b	0
Serpina1d	0
Serpina1e	0
Serpina12	0
Serpina5	0
Serpina3b	0
Ppp4r4	0.2713
Serpina3a	0
Serpina3c	0.0551394
Serpina9	0.10534
Serpina11	0.030441
Serpina3j	0
Serpina3f	0.0723126
Gsc	0.0207965
Serpina3i	0.140329
Serpina3n	0.321569
Serpina3k	0
Serpina3m	0.0304479
Serpina3g	3.92544
Ddx24	52.0789
Clmn	2.09429
Tcl1b5	0
Tcl1b1	0
Tcl1b3	0
Tcl1b2	0
Tcl1b4	0
Tunar	0
Tcl1	0
Syne3	5.59942
Ifi27	176.292
D430019H16Rik	0.0953416
Bdkrb2	0.481927
Bdkrb1	0.0327313
Glrx5	71.1004
Dicer1	13.3614
Ak7	0.0918736
Atg2b	6.21232
Gskip	14.3718
3110018I06Rik	0
Bcl11b	0.0796457
Vrk1	24.1974
Hhipl1	1.73551
Ccdc85c	4.88473
Cyp46a1	3.17032
Ccnk	32.8004
Setd3	52.7377
Eml1	18.7102
Slc25a29	6.97344
Slc25a47	8.85807
Yy1	56.4674
Begain	6.03374
Evl	58.714
Degs2	9.35337
Wars	33.938
Wdr25	2.94829
Papola	85.8318
Rtl1	0.0864839
Dio3	0.0121315
1700001K19Rik	0.117727
Ppp2r5c	51.8076
Dync1h1	69.9335
Dlk1	345.708
Mok	1.82933
Wdr20	11.7139
Zfp839	5.74911
Ankrd9	5.16062
Tecpr2	2.88678
Amn	0.295743
Cinp	42.4071
Rcor1	19.4157
A230065H16Rik	0.378589
4930595D18Rik	0
Traf3	9.35491
Exoc3l4	10.4884
Gm266	1.26926
Cdc42bpb	42.5466
Hsp90aa1	532.545
Tnfaip2	45.2916
Trmt61a	6.96307
Bag5	16.6748
Apopt1	22.1763
Ckb	51.7185
Mark3	41.6035
A530016L24Rik	0.0364547
Tmem179	0.299758
Tdrd9	0.10475
Rd3l	0
Aspg	1.86443
Kif26a	1.99175
2010107E04Rik	380.099
Zfyve21	58.663
Ppp1r13b	9.19297
Adssl1	14.2256
Eif5	180.693
Inf2	34.7711
Siva1	121.688
Klc1	56.0344
Xrcc3	11.5933
Zbtb42	2.52665
Pld4	0.112124
BC022687	4.04002
Ahnak2	10.4222
Gpr132	0.189686
Jag2	0.738504
Nudt14	30.5997
Cdca4	41.1229
Tex22	0.0415608
Cep170b	19.8501
Pacs2	14.2401
Brf1	25.1764
Btbd6	12.6897
Akt1	166.585
Crip2	21.3516
Adam6b	0
Adam6a	0
Tmem121	3.08675
Vipr2	0.577669
Crip1	96.6494
Zfp386	13.052
4930427A07Rik	13.9305
Gm11027	0
Wdr60	11.1627
Ptprn2	0.0989442
Rapgef5	0.504062
Abcb5	0.00603733
Sp8	0.108938
Mta1	65.9832
Sp4	4.27628
Tmem196	0.177455
Macc1	0.460369
Ncapg2	18.0485
Ncapg2	0
Itgb8	2.64631
Cdca7l	20.4343
Dnah11	1.21959
Esyt2	25.3142
Calm4	0
Calm5	0
Calml3	0.018188
Asb13	16.1373
Tubal3	0
Ucn3	0.0173761
Akr1c12	0
Akr1c21	0
Akr1c20	0
Akr1c6	0
Akr1c19	0.00394011
Akr1c13	0.397371
Akr1c18	2.26566
Akr1c14	6.50177
Akr1e1	38.8412
Net1	101.69
Klf6	54.7899
Adarb2	0.398796
Idi2	0
Gm9745	0
Gdi2	259.431
Fam208b	14.3985
Idi1	38.838
Wdr37	14.1567
Gtpbp4	46.1419
Larp4b	21.3045
Dip2c	9.37333
Chrm3	0.413242
Actn2	0.496954
Ryr2	0.0965363
Mtr	7.33799
Pitrm1	84.8179
Pfkp	22.3391
Edaradd	0.0240153
Prl2c5	0.105195
Prl2c3	0.587914
Prl2c2	0.666788
Ero1lb	1.10943
Gpr137b	16.4847
Heatr1	12.9808
Lgals8	49.8755
Gng4	0.00745045
Lyst	2.1604
Zmynd11	65.2487
Hecw1	1.2252
Mrpl32	70.9974
B3galnt2	15.6476
Tbce	28.726
Nid1	185.214
Inhba	2.10055
Sugct	1.61558
Mplkip	23.3144
Gli3	14.9498
Pou6f2	0
Rala	58.629
Yae1d1	17.7005
Psma2	138.615
AW209491	12.6965
Cdk13	29.1318
Amph	1.38485
Gpr141	0
Olfr263	0
Nme8	0
Olfr1370	0
Sfrp4	0.131175
Aoah	0.048944
Olfr1369-ps1	0.0326648
Olfr1368	0
Elmo1	0.217705
Vps41	36.3849
Epdr1	15.673
Gpx5	0
Olfr1367	0
Gpx6	0
Zscan12	7.0721
Stard3nl	52.3122
Pgbd1	0.922085
AK157302	0
Gm11273	0
Nkapl	0.86155
Zkscan4	0.88792
Gm10065	1.22622
Olfr1362	0
Olfr1366	0
Olfr1361	0
Olfr1364	0
Olfr1360	0
Olfr1535	0.00590398
Olfr11	0.00724132
Hist1h2bl	0
Olfr1359	0
Hist1h2ai	0.115596
Hist1h3h	0.105725
Hist1h2bm	0.123238
Hist1h4k	0.586384
Hist1h4j	0.464779
Hist1h2ak	0
Zscan26	16.0694
Hist1h2an	0
Hist1h2bn	0.123238
Hist1h3i	0.211449
Hist1h1b	0.532319
Hist1h2bp	0.165681
Hist1h2bq	0.0122317
Zkscan8	4.35468
Hist1h2ao	0
Hist1h4m	0
Hist1h4n	0
Hist1h2ap	0.0790059
Hist1h2br	0.0111163
Pom121l2	0.0254746
Zkscan3	30.101
Hist1h2ah	0.108826
Hist1h2bk	0.403654
Hist1h2bj	0.423697
Hist1h2ag	0.234512
Hist1h4i	6.41343
Trim27	67.7228
Prss16	3.10771
Vmn1r188	0
Vmn1r189	0
Vmn1r191	0
Vmn1r193	0
Vmn1r192	0
Vmn1r194	0
Ggps1	24.8926
Arid4b	29.3131
Vmn1r195	0
Vmn1r196	0
Vmn1r197	0
Vmn1r198	0
Vmn1r200	0
Vmn1r199	0
Vmn1r201	0
Vmn1r202	0
Vmn1r203	0
Vmn1r204	0
Vmn1r205	0
Zfp184	5.76112
Vmn1r206	0
Vmn1r208	0
Vmn1r209	0
Vmn1r210	0
Vmn1r212	0
Vmn1r211	0
Vmn1r214	0
Vmn1r213	0
Vmn1r216	0
Vmn1r215	0
Vmn1r218	0
Vmn1r217	0
Vmn1r219	0
Vmn1r220	0
Vmn1r222	0
Vmn1r223	0
Hist1h2af	0
Hist1h3g	0.29474
Hist1h4h	1.30595
Btn1a1	0.152059
Hist1h3f	0.102901
Hist1h4f	0.116805
Hist1h2bh	0.474663
Hist1h1d	0.817444
Hist1h3e	0.244642
Btn2a2	0.277755
Abt1	24.2708
Zfp322a	10.0959
Hist1h2ae	1.11438
Hist1h2ad	0.169479
Hist1h2bf	0.0853917
Hist1h2bg	1.36745
Hist1h4d	1.04037
Hist1h3d	0.680146
Hist1h1e	0.689745
Hist1h2ac	0.0807308
Hist1h2be	0.630446
Hist1h1t	0.0420338
Hist1h4c	0.228823
Hist1h2bc	34.5973
Hfe	1.31129
Hist1h4b	0
Hist1h3c	0.616675
Hist1h2ab	0.0816219
Hist1h2bb	0.530735
Hist1h3b	0.105947
Hist1h4a	0.13135
Hist1h3a	0.0666618
Hist1h1a	0.251648
Slc17a2	0
Trim38	0.0547887
Hist1h1c	32.8836
Hist1h2aa	0
Hist1h2ba	0
Slc17a4	0
Slc17a3	0
Scgn	0
Slc17a1	0
Cmah	1.06879
Fam65b	0.732676
Gmnn	56.2529
Carmil1	20.5987
Acot13	63.6795
D130043K22Rik	0.502792
Hdgfl1	0
Prl3d1	0
Prl3d3	0
Prl3d2	0
Prl	0.0330638
Gpld1	3.02299
Aldh5a1	3.23065
Dcdc2a	0.241193
Nrsn1	0.241533
Mrs2	5.0208
Prl3a1	0
Prl3c1	0
Prl3b1	0.032926
Prl2b1	0
Prl6a1	0.0332709
Prl8a2	0.125009
Tdp2	32.0954
Prl8a9	0
Prl8a6	0
Prl7a2	0
Prl7b1	0.0306515
Prl7a1	0
Prl8a8	0.0321139
Prl7d1	0
Prl2a1	0
Prl7c1	0.0272618
Prl8a1	0.38954
Prl4a1	0
Prl2c1	0
Prl5a1	0.0258033
BC005537	75.7438
AL607105.1	0.273352
Cdkal1	7.23832
Agtr1a	2.9926
Mboat1	11.6496
Sox4	54.7478
E2f3	13.3341
Irf4	0.0291838
Gm5447	0
Dusp22	9.39043
Uqcrfs1	116.772
Foxf2	0.697863
A530084C06Rik	0
Foxq1	0.195964
Mylk4	0.0165265
Exoc2	12.1798
Hus1b	0.0225053
Foxc1	20.8382
Serpinb1c	0
Gmds	33.9718
Serpinb6b	1.37196
Serpinb9f	0
Gm11397	0
Serpinb9d	0.0211534
Serpinb1b	0.103894
Serpinb9e	0.0257705
Serpinb9g	0.0128554
Serpinb1a	11.84
Serpinb9c	0.121237
Serpinb9b	0.993886
Serpinb6d	0
Serpinb6e	0
Serpinb6c	0.0490627
Serpinb9	8.93463
Wrnip1	36.2915
D930007J09Rik	28.3211
Bphl	56.0916
Tubb2a	54.9291
Psmg4	61.2595
Tubb2b	80.4184
Fam50b	0
Pxdc1	34.7167
Fam217a	0.040452
4933417A18Rik	0
Eci3	0.442321
Slc22a23	30.9219
Prpf4b	52.7323
Ppp1r3g	0.0924498
Lyrm4	9.1695
Cdyl	13.1305
Rpp40	19.4962
Fars2	9.83194
Ly86	0
F13a1	0.0242844
Serpinb6a	171.556
Nqo2	17.9953
Ripk1	15.9506
Nrn1	34.3976
Rreb1	7.70058
Dsp	1.00836
Bmp6	0.994388
Cage1	0.874612
Riok1	15.6439
Eci2	143.593
Snrnp48	29.4411
Ssr1	38.3689
Bloc1s5	14.7168
Ofcc1	0
Gm9979	0.039564
Eef1e1	51.6188
Slc35b3	16.169
Gcnt2	1.73453
Tfap2a	20.4462
Gcm2	0
Sycp2l	0
Sycp2l	0
Mak	0.0216584
Elovl2	0.106999
Gm5082	0.0540741
Smim13	5.75103
Gm17364	0
Adtrp	0.0643416
Tmem170b	2.54803
Tmem14c	105.171
Nedd9	4.93281
Edn1	0.675491
Pak1ip1	53.9133
Gfod1	1.19063
Hivep1	12.2784
Phactr1	3.00748
Sirt5	16.4142
Tbc1d7	21.915
Cd83	0.407995
Rnf182	1.9136
Mcur1	6.1504
Txndc5	203.598
Nol7	150.304
Ranbp9	30.0773
Gm9817	0
Jarid2	9.54695
Stmnd1	0
Rbm24	0
Cap2	0.0231683
Mylip	30.4946
Fam8a1	25.7232
Gmpr	24.4513
Atxn1	4.15207
Dtnbp1	65.3168
Nhlrc1	0.731823
Kif13a	4.48394
Nup153	24.8462
Tpmt	16.4382
Kdm1b	3.49289
Rnf144b	0.644287
A830005F24Rik	1.70716
Id4	21.1091
Zfp169	2.42233
Barx1	10.2612
Ptpdc1	11.2654
Phf2	17.861
Dek	92.6762
Fgd3	0.336688
Susd3	0.665288
Wnk2	0.381439
Card19	27.7933
Ninj1	32.4844
Fam120a	66.7281
Bicd2	20.9463
Nol8	7.54062
Gm906	0
AC125070.4	0
Ippk	7.42182
Aspn	2.36714
Cenpp	13.235
AC123954.1	0.151721
Ecm2	0.246727
Omd	1.60205
Ogn	53.1193
Nutm2	0
Gm8765	0
Gm904	0
Nxnl2	0.497167
Fbxw17	33.5283
Shc3	0.138739
Gm15440	0.0861749
Diras2	0.10162
Gadd45g	9.85522
Cks2	134.568
S1pr3	32.1613
Secisbp2	9.03469
Sema4d	2.51401
Spin1	42.1104
Syk	6.56929
Nfil3	22.8327
Ror2	3.45213
Drd1	0
Msx2	0.147788
Auh	29.5405
Iars	66.6653
Sptlc1	26.9218
Hrh2	0
Cplx2	13.5083
Sfxn1	41.8931
Thoc3	64.8783
Arl10	19.9912
Higd2a	82.2266
Nop16	56.2564
Cltb	27.0597
Simc1	12.2785
4833439L19Rik	41.0262
Cdhr2	0
Sncb	0
Gprin1	0.512299
Eif4e1b	0
Faf2	71.4341
Unc5a	0.0856648
Hk3	0.0246942
Fgfr4	0.113846
Tspan17	28.5067
Uimc1	15.0198
Zfp346	15.0488
Gm17617	0
Nsd1	13.1605
Rab24	56.4447
Rnf44	65.2534
Slc34a1	0
Pfn3	0
F12	0
Rgs14	0.217062
Prr7	17.9584
Lman2	56.2334
Grk6	39.0762
Prelid1	436.984
Mxd3	41.002
Dok3	0.725889
Ddx41	38.2867
Fam193b	21.0554
Dbn1	150.591
B4galt7	19.6553
Caml	41.5042
Tmed9	179.845
Pdlim7	132.634
Ddx46	20.115
Catsper3	0.0393826
Pitx1	2.40615
Txndc15	48.3791
Pcbd2	54.0388
B230219D22Rik	47.3704
Tifab	0
Neurog1	0
Gm10782	0
Gm3045	0
Il9	0
Cxcl14	0.766067
Slc25a48	0.076918
Lect2	0.0984858
Fbxl21	2.8922
H2afy	120.146
Gm45623	0.194333
Spock1	0
Klhl3	1.02933
Trpc7	0.0486774
Smad5	29.4827
Idnk	14.6429
Kif27	0.395732
2210016F16Rik	7.27171
Gkap1	25.0702
Hnrnpa0	169.798
Ubqln1	56.1378
Tgfbi	414.902
Ntrk2	0
Slc28a3	0.0243779
4921517D22Rik	0
Spata31d1d	0
Spata31d1a	0
Spata31d1b	0
1700014D04Rik	0.00731292
Isca1	25.848
Golm1	36.7083
Zcchc6	16.1611
Naa35	74.3296
Agtpbp1	12.8013
Gm5084	0
BC051665	0
4930486L24Rik	0
Ctsll3	0
Tpbpb	0
Ctla2b	0
Tpbpa	0
Ctsj	0
Ctla2a	0.151465
Dapk1	0.58689
Ctsq	0
Ctsr	0
Cts6	0
Cts8	0
Cts7	0
Ctsm	0
Cts3	0
Gm3604	3.83895
Zfp808	4.43774
6720489N17Rik	4.16229
Fbp2	0
Fbp1	0
Gm5141	2.2933
Platr25	11.0517
Zfp935	6.87325
Zfp935	0.954511
Zfp934	5.2398
Hsd17b3	0
Ptch1	1.56312
Zfp367	7.70993
Slc35d2	18.8382
Ercc6l2	12.7325
Habp4	18.4772
Gas1	204.31
Cdc14b	5.04307
Aaed1	18.8733
2010111I01Rik	33.6902
Fancc	6.63262
1190003K10Rik	0
Spata31d1c	0
Spata31	0
Prss47	0
Cntnap3	0.0144468
Olfr465-ps1	0
Olfr466	0
Gm10775	0
Cdk20	4.035
Nlrp4f	0.136745
Gm10139	0
Gm10324	0
Gm10772	0
Vmn2r-ps104	0
Zfp640	0
2410141K09Rik	0.241126
Gm17404	0
Gm17449	0
Gm10323	0
Zfp369	12.6581
Mfsd14b	21.9221
Zfp712	0.359091
Zfp759	0.669474
Rsl1	1.99347
Zfp457	0.08452
Zfp458	0.519751
Zfp455	1.1929
Zfp459	0.042668
Zfp429	0.133227
Zfp874b	1.93559
Zfp874a	1.24927
Zfp708	0.443813
Gm28557	2.3558
Rslcan18	0.182318
Zfp748	2.52125
Zfp729b	2.63706
Zfp729a	1.93295
Zfp595	1.19513
Gm28044	1.24327
Zfp953	0.772171
Gm28041	0.0668605
Zfp456	0.678332
Zfp738	2.28805
Zfp85	2.55911
BC048507	0.0556299
Zfp493	0.585742
Gm10037	0.18081
Zfp273	1.36805
Zfp65	6.60766
Zfp58	5.53971
Gm26965	0.000145598
Zfp87	11.7142
Adcy2	0
1700001L19Rik	0.268191
Mtrr	16.3785
Fastkd3	18.2315
Uqcrb	281.232
Mterf3	40.4092
Gm10767	0.178387
Ptdss1	21.9326
Ube2ql1	0.017944
8030423J24Rik	0
Adamts16	0
Med10	37.0287
Irx4	0
Irx1	6.1728
Irx2	15.8401
Ice1	15.8383
Slc6a3	0
Ndufs6	121.356
Mrpl36	32.1075
Hnrnpk	972.158
Rmi1	3.80812
Slc6a18	0
Ctsl	760.554
Slc6a19	0.183895
Tert	4.88258
Papd7	20.7619
Nsun2	80.6892
Srd5a1	7.14849
Clptm1l	74.241
Lpcat1	49.0315
Nkd2	1.33151
Trip13	33.2444
Zdhhc11	0
Tppp	0.214206
Slc9a3	0
Cep72	13.8091
Ahrr	0.421758
Slc12a7	52.1331
Exoc3	43.7027
Brd9	25.2782
Pdcd6	105.208
Zfp72	1.28868
Ccdc127	44.8788
Lrrc14b	1.86779
