geneId	geneName	start	end	strand	chr
ENSMUSG00000071649	B3gat3	8920374	8927234	1	19
ENSMUSG00000092719	Gm22859	128925571	128925692	-1	2
ENSMUSG00000096392	Gm23688	59570835	59570913	-1	7
ENSMUSG00000077696	n-R5s172	53346259	53346372	-1	5
ENSMUSG00000064722	Gm25857	119740828	119740956	-1	2
ENSMUSG00000080363	Gm25778	128826347	128826467	1	7
ENSMUSG00000096201	Gm10715	3036877	3038316	1	9
ENSMUSG00000084532	n-R5s218	149734750	149734858	-1	1
ENSMUSG00000098365	Gm27647	67074830	67074947	1	14
ENSMUSG00000093073	Mir124a-2	17795662	17795770	1	3
ENSMUSG00000095738	Gm25313	65196572	65196687	-1	9
ENSMUSG00000064510	Gm22458	157365998	157366104	1	3
ENSMUSG00000077184	Gm25092	24023200	24023328	-1	17
ENSMUSG00000084459	Gm24598	64496584	64496657	1	X
ENSMUSG00000096646	CR974586.6	86316	87710	-1	JH584293.1
ENSMUSG00000064477	Gm23404	156455999	156456095	-1	X
ENSMUSG00000088077	Gm22814	33004663	33004766	-1	18
ENSMUSG00000065935	Gm25629	74997577	74997683	-1	X
ENSMUSG00000065367	Gm24410	27421324	27421430	-1	8
ENSMUSG00000106409	Mir7092	74317362	74317429	1	X
ENSMUSG00000095728	AC125178.3	168268	170838	-1	JH584298.1
ENSMUSG00000091744	Gm17732	62662108	62662928	1	18
ENSMUSG00000088658	Gm24846	104264683	104264790	-1	7
ENSMUSG00000077559	Gm23175	33959069	33959200	-1	3
ENSMUSG00000095379	Gm22108	120017108	120017213	-1	13
ENSMUSG00000076458	Mir764	147002259	147002366	1	X
ENSMUSG00000096212	Gm23739	61804141	61804248	-1	13
ENSMUSG00000077462	Gm26417	74624426	74624560	1	X
ENSMUSG00000053603	4930442H23Rik	81182605	81183849	-1	10
ENSMUSG00000077554	Gm23707	88917832	88917956	1	9
ENSMUSG00000089542	Gm25835	69668852	69668995	-1	11
ENSMUSG00000089326	Gm25974	77144753	77144846	1	1
ENSMUSG00000094847	Gm22640	59578319	59578397	-1	7
ENSMUSG00000092086	Gm6793	112013433	112015036	-1	8
ENSMUSG00000105379	Mir1191b	81416240	81416297	-1	10
ENSMUSG00000095068	Gm26189	13275516	13275622	1	9
ENSMUSG00000064579	Gm25796	45817736	45817898	1	3
ENSMUSG00000069622	Gm10273	59395632	59396757	1	10
ENSMUSG00000098622	Gm27974	33260716	33260820	-1	3
ENSMUSG00000098350	Gm27551	125479377	125479453	1	5
ENSMUSG00000095652	n-R5s123	123577755	123577873	-1	8
ENSMUSG00000092123	Gm17581	155735810	155735866	-1	2
ENSMUSG00000098482	Mir6363	50727132	50727245	1	16
ENSMUSG00000088257	Gm24286	29395036	29395163	1	10
ENSMUSG00000087867	Gm24443	25078772	25078903	-1	6
ENSMUSG00000105635	Gm44469	18200675	18200753	1	14
ENSMUSG00000024827	Gldc	30098449	30175418	-1	19
ENSMUSG00000064397	Gm23624	120791465	120791785	-1	9
ENSMUSG00000093039	Mir1912	147009441	147009527	1	X
ENSMUSG00000089284	Gm26029	129156754	129156885	-1	X
ENSMUSG00000094059	Gm23471	59434277	59434355	-1	7
ENSMUSG00000088833	Gm23542	10511370	10511465	1	2
ENSMUSG00000065589	Mir301	87113004	87113089	1	11
ENSMUSG00000088326	Gm25667	32956610	32956884	-1	17
ENSMUSG00000095878	Gm23045	140692697	140692792	1	4
ENSMUSG00000093044	Snord8	52209785	52209894	-1	14
ENSMUSG00000089468	Gm27649	116478218	116478281	-1	12
ENSMUSG00000089417	Gm22009	69085105	69085447	-1	3
ENSMUSG00000098395	Gm27998	112215507	112215867	-1	5
ENSMUSG00000098752	Mir6897	36144252	36144313	-1	1
ENSMUSG00000096147	Gm25818	53433974	53434137	1	6
ENSMUSG00000084485	Gm23789	58565614	58565914	1	15
ENSMUSG00000098874	Gm27960	17694902	17695085	1	6
ENSMUSG00000089409	Gm24884	83078511	83078629	1	4
ENSMUSG00000077613	Gm25497	41348441	41348572	-1	12
ENSMUSG00000065513	Mir26a-1	119031796	119031885	1	9
ENSMUSG00000076444	Mir761	109017655	109017730	1	4
ENSMUSG00000077682	Gm22493	56600818	56600949	-1	6
ENSMUSG00000088975	Gm23760	14113316	14113431	1	6
ENSMUSG00000095757	Gm24180	43918777	43918886	-1	1
ENSMUSG00000065402	Mir122	65248861	65248926	1	18
ENSMUSG00000098756	Mir378d	126710282	126710391	-1	10
ENSMUSG00000064655	Gm25788	123291344	123291474	1	4
ENSMUSG00000089453	Gm24224	79352488	79352745	-1	7
ENSMUSG00000070203	Gm22444	52927070	52927177	1	7
ENSMUSG00000087796	Gm25964	13868143	13868239	1	14
ENSMUSG00000065273	Gm25128	35247175	35247250	1	17
ENSMUSG00000065280	Gm24453	8724868	8724943	1	19
ENSMUSG00000098657	Gm27675	6730598	6730691	1	7
ENSMUSG00000088749	Gm23218	6500697	6500972	1	15
ENSMUSG00000065311	n-R5s156	99497718	99497822	1	7
ENSMUSG00000065472	Mir125b-2	77646273	77646343	1	16
ENSMUSG00000095951	Gm23963	9240756	9240832	-1	2
ENSMUSG00000087933	Gm26047	106118968	106119080	-1	4
ENSMUSG00000105621	Mirlet7f-1	48537829	48537917	-1	13
ENSMUSG00000087847	Gm25624	35838127	35838401	1	X
ENSMUSG00000098281	Gm27529	7975328	7975407	1	15
ENSMUSG00000077221	Snord67	91596070	91596180	1	2
ENSMUSG00000076238	Gm22582	92587214	92587307	1	10
ENSMUSG00000088982	Gm25600	127108466	127108571	-1	4
ENSMUSG00000089218	Gm23384	17559917	17560019	-1	4
ENSMUSG00000089571	Gm23008	20890757	20890836	1	9
ENSMUSG00000088147	Gm24717	129695978	129696101	1	10
ENSMUSG00000105997	Gm44333	58794731	58794837	1	X
ENSMUSG00000077615	Gm25499	59342226	59342294	-1	7
ENSMUSG00000076066	Mir223	96242817	96242926	1	X
ENSMUSG00000099135	Gm27607	51938974	51939095	-1	1
ENSMUSG00000095947	Gm25195	28526332	28526457	1	17
ENSMUSG00000077493	Snord91a	74905424	74905516	1	11
ENSMUSG00000065585	Mir211	64205806	64205911	1	7
ENSMUSG00000088159	Gm26345	15019040	15019159	-1	1
ENSMUSG00000099283	Mir6912	80609260	80609329	1	10
ENSMUSG00000088227	Gm22597	55179840	55179919	1	18
ENSMUSG00000077802	n-R5s52	14118743	14118855	-1	13
ENSMUSG00000064481	Gm23737	89019221	89019379	1	15
ENSMUSG00000060224	Pyroxd2	42725858	42752775	-1	19
ENSMUSG00000089292	Gm23209	150321193	150321302	1	4
ENSMUSG00000084651	Mir1904	109903809	109903888	1	13
ENSMUSG00000064927	Gm22043	40992693	40992850	1	3
ENSMUSG00000065289	Gm23650	130277697	130277766	1	2
ENSMUSG00000089508	Gm23473	85778812	85778927	1	11
ENSMUSG00000094093	Gm25647	59524028	59524105	-1	7
ENSMUSG00000065763	Gm23847	130035094	130035203	1	7
ENSMUSG00000088248	Mir1969	70925525	70925618	1	8
ENSMUSG00000065417	Mir340	50069702	50069799	1	11
ENSMUSG00000093363	Gm22002	105992757	105992881	1	2
ENSMUSG00000099303	Gm27458	178363401	178363521	-1	1
ENSMUSG00000105768	Gm44495	109326769	109326851	-1	10
ENSMUSG00000099243	Gm27538	105122188	105122481	-1	2
ENSMUSG00000077641	Gm24987	87925431	87925564	-1	18
ENSMUSG00000065374	Gm22738	57831063	57831209	-1	14
ENSMUSG00000106242	Gm44353	93388689	93388826	1	3
ENSMUSG00000088818	Gm22389	16033746	16034046	1	18
ENSMUSG00000088654	Gm24850	27087017	27087135	-1	11
ENSMUSG00000064634	Gm22620	15315189	15315321	1	9
ENSMUSG00000093802	Gm23619	59804471	59804564	-1	7
ENSMUSG00000098394	Gm27999	92075169	92075361	-1	10
ENSMUSG00000065727	Gm26164	60079590	60079693	1	8
ENSMUSG00000095542	Gm24618	59746425	59746518	-1	7
ENSMUSG00000093897	Gm26268	10965724	10965849	1	16
ENSMUSG00000089472	Gm25368	21171083	21171213	1	2
ENSMUSG00000105367	Gm44500	59693450	59693549	-1	X
ENSMUSG00000065198	Gm23462	149074003	149074106	-1	6
ENSMUSG00000095336	Gm24315	10480165	10480291	1	2
ENSMUSG00000098879	Mir7675	11299887	11299944	1	12
ENSMUSG00000065145	Vaultrc5	36801866	36802008	1	18
ENSMUSG00000094407	Gm23141	59705968	59706061	-1	7
ENSMUSG00000064739	Gm23055	132442034	132442127	1	4
ENSMUSG00000093327	Mir5107	60812076	60812163	1	18
ENSMUSG00000064569	Gm25592	108034026	108034156	1	3
ENSMUSG00000096692	Gm23191	87364040	87364146	-1	10
ENSMUSG00000099086	Gm27622	82452421	82452480	1	15
ENSMUSG00000098403	Gm27415	31261505	31261599	1	16
ENSMUSG00000093192	Gm22877	103650453	103650557	-1	14
ENSMUSG00000065262	Gm23451	99017031	99017152	-1	11
ENSMUSG00000064694	Gm24146	139844930	139845250	1	5
ENSMUSG00000064734	Gm23445	126915720	126915826	-1	7
ENSMUSG00000065552	Mir302a	127545496	127545564	1	3
ENSMUSG00000078027	Mir449b	113037419	113037498	1	13
ENSMUSG00000094020	Gm23003	55594782	55594888	-1	16
ENSMUSG00000099117	Gm27404	45113313	45113415	1	2
ENSMUSG00000096346	Gm22887	22534737	22534843	-1	5
ENSMUSG00000080410	Gm26472	122201459	122201541	1	1
ENSMUSG00000095805	Gm22092	116922384	116922490	-1	4
ENSMUSG00000093856	Gm24311	144013998	144014101	1	5
ENSMUSG00000092953	Gm26217	5127632	5127715	-1	7
ENSMUSG00000096677	Gm24518	59728681	59728774	-1	7
ENSMUSG00000096306	Gm25209	59542742	59542820	-1	7
ENSMUSG00000098823	Mir8111	84005628	84005764	1	8
ENSMUSG00000089016	Gm24883	30264880	30265160	1	19
ENSMUSG00000099259	Mir6922	60202262	60202327	-1	11
ENSMUSG00000095155	Gm26032	59741373	59741466	-1	7
ENSMUSG00000089597	Gm24976	29459194	29459328	1	2
ENSMUSG00000064761	Gm23514	25685140	25685269	1	11
ENSMUSG00000089230	Gm22203	38176614	38176671	-1	7
ENSMUSG00000070107	Mir489	3721897	3722003	-1	6
ENSMUSG00000094587	Gm26366	59486818	59486896	-1	7
ENSMUSG00000099275	Mir8107	110635999	110636115	-1	9
ENSMUSG00000089267	Gm22890	84323209	84323352	-1	15
ENSMUSG00000084504	Gm25323	126201175	126201277	-1	4
ENSMUSG00000077344	Gm24326	27631803	27631927	1	12
ENSMUSG00000065421	Mirlet7a-1	48538179	48538272	-1	13
ENSMUSG00000080689	Gm23987	69685578	69685706	-1	15
ENSMUSG00000084437	Gm23428	66360641	66360742	-1	9
ENSMUSG00000092799	Gm25927	17830343	17830459	-1	17
ENSMUSG00000077925	Mir453	109735619	109735700	1	12
ENSMUSG00000084597	Gm22343	4394482	4394767	1	12
ENSMUSG00000099089	Gm27921	54008473	54008580	-1	7
ENSMUSG00000088402	Gm25887	55683834	55683917	-1	14
ENSMUSG00000092958	Mir5128	37688201	37688284	-1	2
ENSMUSG00000098566	Gm27761	45111171	45111301	1	2
ENSMUSG00000094457	Gm22626	10497352	10497477	1	2
ENSMUSG00000096163	Gm24142	13490509	13490615	-1	12
ENSMUSG00000089309	Gm24838	77146351	77146480	-1	8
ENSMUSG00000088116	Gm24063	117776794	117776898	1	7
ENSMUSG00000065503	Mir351	53053255	53053353	-1	X
ENSMUSG00000105014	Gm44367	21716667	21716804	-1	13
ENSMUSG00000021676	Iqgap2	95627177	95891922	-1	13
ENSMUSG00000065378	Gm22744	8725092	8725156	1	19
ENSMUSG00000065403	Mir18	115043851	115043946	1	14
ENSMUSG00000098683	Gm27817	52247421	52247653	1	6
ENSMUSG00000088993	Gm22770	17483083	17483149	-1	16
ENSMUSG00000094067	Gm25158	10495079	10495199	1	2
ENSMUSG00000095639	Gm22941	59786818	59786911	-1	7
ENSMUSG00000098939	Gm27919	98705730	98705836	-1	9
ENSMUSG00000088856	Gm24727	33691801	33691944	1	8
ENSMUSG00000099058	Mir6943	55453106	55453171	1	13
ENSMUSG00000088824	Gm25222	64894471	64894596	-1	3
ENSMUSG00000096124	Gm22308	59214946	59215052	-1	5
ENSMUSG00000094888	Gm25120	59436149	59436227	-1	7
ENSMUSG00000106130	Gm44361	134147015	134147108	-1	3
ENSMUSG00000064727	Gm25853	54354462	54354593	1	16
ENSMUSG00000077235	Gm25095	188622923	188623053	-1	1
ENSMUSG00000087943	Gm24245	139338304	139338360	1	4
ENSMUSG00000084558	Gm24836	180832769	180832876	1	1
ENSMUSG00000094389	Snord116l14	59871864	59871957	-1	7
ENSMUSG00000093249	Gm24576	15946248	15946495	1	7
ENSMUSG00000089590	Gm26160	129174820	129174882	1	6
ENSMUSG00000096765	n-R5s144	123613414	123613532	-1	8
ENSMUSG00000076180	Gm24938	42605156	42605265	-1	7
ENSMUSG00000099230	Mir6989	6346480	6346544	1	19
ENSMUSG00000089137	Gm24768	44940542	44940635	1	15
ENSMUSG00000070225	n-R5s33	33001903	33002021	1	16
ENSMUSG00000096510	Gm25892	42280342	42280462	-1	14
ENSMUSG00000088219	Gm22077	80080251	80080343	-1	15
ENSMUSG00000095624	Gm23947	88392826	88392932	-1	17
ENSMUSG00000094982	Gm23725	157237225	157237331	-1	3
ENSMUSG00000077789	n-R5s26	6147419	6147540	1	17
ENSMUSG00000093269	Mir5124a	40865791	40865862	1	13
ENSMUSG00000084452	Gm24597	91744705	91745004	-1	13
ENSMUSG00000088854	Gm24725	95921102	95921226	1	11
ENSMUSG00000088426	Gm22555	130011837	130011898	1	6
ENSMUSG00000089575	Gm23005	151282975	151283110	-1	2
ENSMUSG00000064918	Gm22571	64175873	64175942	1	9
ENSMUSG00000076320	Gm26340	134448574	134448672	1	5
ENSMUSG00000093278	Mir5110	85760616	85760702	-1	11
ENSMUSG00000096117	Gm26271	139671604	139671707	1	1
ENSMUSG00000065330	Gm25755	65771511	65771617	-1	3
ENSMUSG00000095458	Snord116l8	59879459	59879552	-1	7
ENSMUSG00000077487	Gm23440	78979922	78980051	1	3
ENSMUSG00000093960	n-R5s127	123584535	123584653	-1	8
ENSMUSG00000098743	Gm27927	103469671	103469796	-1	X
ENSMUSG00000092668	Gm22401	100700621	100700737	1	14
ENSMUSG00000067292	Gm10203	149130170	149130710	1	6
ENSMUSG00000076304	Gm23062	94169302	94169411	-1	16
ENSMUSG00000077504	Gm24234	63631682	63631788	-1	4
ENSMUSG00000089278	Gm24553	107440047	107440177	-1	1
ENSMUSG00000080473	Gm25315	135207988	135208108	1	5
ENSMUSG00000065526	Mir337	109585789	109585885	1	12
ENSMUSG00000095891	Gm10717	3025417	3033289	1	9
ENSMUSG00000094911	Gm21921	24795161	24796243	-1	Y
ENSMUSG00000074215	Gm10643	84063561	84065137	-1	8
ENSMUSG00000074210	E130208F15Rik	30321740	30323472	1	7
ENSMUSG00000049427	Gm9837	53469749	53470479	-1	11
ENSMUSG00000097169	Gm26661	7791587	7792057	1	14
ENSMUSG00000066809	Gm10180	25101404	25101481	-1	9
ENSMUSG00000065298	Gm26121	72881792	72881953	1	11
ENSMUSG00000095772	Gm23017	88598348	88598419	-1	9
ENSMUSG00000088021	Gm22145	67104208	67104355	1	9
ENSMUSG00000065397	Mir155	84714140	84714204	1	16
ENSMUSG00000088591	Gm23964	94764825	94764931	1	17
ENSMUSG00000095122	Gm23215	3249584	3249704	1	16
ENSMUSG00000105468	Mir6906	60126776	60126833	1	10
ENSMUSG00000094287	Gm26433	59859214	59859307	-1	7
ENSMUSG00000098651	Mir6999	91944870	91944930	-1	2
ENSMUSG00000098938	Mir6393	87795850	87795943	-1	15
ENSMUSG00000070141	Mir494	109715318	109715402	1	12
ENSMUSG00000098483	Mir7078	117459265	117459328	1	8
ENSMUSG00000093138	Gm25998	33362994	33363046	-1	2
ENSMUSG00000089168	Gm24128	102456563	102456661	1	15
ENSMUSG00000098503	Gm27937	3646942	3647029	-1	11
ENSMUSG00000105984	Gm44372	116152101	116152221	-1	12
ENSMUSG00000089387	Gm24679	66549935	66550045	-1	18
ENSMUSG00000088629	Gm23030	46107259	46107531	1	8
ENSMUSG00000096406	Rn5s	123598158	123598276	-1	8
ENSMUSG00000065676	Snord42b	78183056	78183124	-1	11
ENSMUSG00000084588	n-R5s68	27085126	27085207	1	11
ENSMUSG00000087913	Gm24915	46518684	46518761	1	13
ENSMUSG00000065815	Gm24697	69110671	69110777	1	4
ENSMUSG00000065371	Gm22739	4484234	4484393	1	10
ENSMUSG00000077535	Gm22543	40306219	40306312	1	16
ENSMUSG00000065619	Mir183	30169668	30169737	-1	6
ENSMUSG00000065395	Mir193a	79711969	79712034	1	11
ENSMUSG00000093952	n-R5s195	39635964	39636082	-1	3
ENSMUSG00000105098	Gm47312	9770728	9770880	-1	8
ENSMUSG00000065492	Mir34b	51103562	51103645	-1	9
ENSMUSG00000088947	Gm23257	43692686	43692817	1	4
ENSMUSG00000080609	Gm23844	67778410	67778530	-1	7
ENSMUSG00000092696	Mir5133	62122518	62122594	-1	9
ENSMUSG00000088419	Gm24236	63108674	63108807	-1	8
ENSMUSG00000064442	Gm26225	64753918	64754052	1	14
ENSMUSG00000088314	Gm26186	121075798	121075922	-1	4
ENSMUSG00000077214	Gm23950	64444730	64444858	1	4
ENSMUSG00000088890	Gm22517	151123853	151123988	1	2
ENSMUSG00000089501	Gm23479	98935894	98936015	1	7
ENSMUSG00000088365	Gm26321	68484143	68484384	1	2
ENSMUSG00000098607	Mir6360	23774864	23774989	-1	18
ENSMUSG00000064390	Rnu73b	86140618	86140688	-1	3
ENSMUSG00000094096	Gm25649	62013035	62013144	-1	13
ENSMUSG00000065628	Snord33	45126864	45126947	-1	7
ENSMUSG00000065340	Gm25578	124490856	124490959	1	1
ENSMUSG00000105029	Gm44363	22739019	22739111	1	5
ENSMUSG00000080359	Gm26250	13266985	13267050	-1	4
ENSMUSG00000088320	Gm25665	18274712	18274821	-1	8
ENSMUSG00000065160	Mir5117	161037356	161037439	1	1
ENSMUSG00000084613	n-R5s164	87281149	87281260	1	6
ENSMUSG00000070078	Mir463	66799223	66799297	-1	X
ENSMUSG00000098493	Mir6383	136183245	136183360	1	X
ENSMUSG00000088929	Gm24299	15314074	15314144	1	9
ENSMUSG00000098265	Gm27517	3645286	3645521	-1	11
ENSMUSG00000095635	Gm22951	99368029	99368135	-1	15
ENSMUSG00000065813	n-R5s3	13215698	13215809	-1	X
ENSMUSG00000089392	Gm23023	3934769	3934877	-1	10
ENSMUSG00000077409	Gm25416	142078331	142078437	-1	7
ENSMUSG00000084621	Gm25106	98473675	98473808	-1	11
ENSMUSG00000093997	Gm26499	59377582	59377660	-1	7
ENSMUSG00000076042	Mir710	64514332	64514441	-1	8
ENSMUSG00000088303	Gm23382	118164078	118164181	1	4
ENSMUSG00000098431	Mir7666	40307875	40307929	-1	8
ENSMUSG00000096895	Gm25245	91921309	91921415	-1	16
ENSMUSG00000064801	Gm24035	118426493	118426599	-1	8
ENSMUSG00000088506	Gm24409	122385489	122385640	-1	2
ENSMUSG00000077677	Gm24468	101186764	101186867	1	4
ENSMUSG00000099169	Mir7j	140028249	140028370	1	3
ENSMUSG00000064417	DQ267102	109656345	109656416	1	12
ENSMUSG00000065392	Gm25894	8724251	8724325	1	19
ENSMUSG00000077501	Gm24230	54974651	54974779	1	6
ENSMUSG00000089004	Gm23857	48240535	48240645	-1	19
ENSMUSG00000065944	Rnu2-10	101658238	101658428	1	11
ENSMUSG00000089298	Gm24636	133171427	133171714	-1	4
ENSMUSG00000098981	Mir7236	121387145	121387204	-1	11
ENSMUSG00000084645	Gm24380	139654294	139654617	-1	X
ENSMUSG00000080610	Snord110	130275506	130275573	1	2
ENSMUSG00000098379	Mir6347	167290125	167290225	1	1
ENSMUSG00000093428	Gm26318	102255430	102255525	-1	X
ENSMUSG00000089081	Gm24002	148539127	148539230	1	4
ENSMUSG00000097770	Gm26776	5137749	5230864	-1	2
ENSMUSG00000097774	Gm26565	7077265	7081313	1	2
ENSMUSG00000097345	AA543186	25327450	25332571	-1	2
ENSMUSG00000097872	Gm26702	25575431	25580099	1	2
ENSMUSG00000097857	Gm26603	52859723	52863516	-1	2
ENSMUSG00000097837	Gm26794	55433514	55437860	-1	2
ENSMUSG00000097235	Gm17250	71748075	71750162	-1	2
ENSMUSG00000097377	Gm10822	73892996	73900850	1	2
ENSMUSG00000097843	Gm26755	79453985	79461107	1	2
ENSMUSG00000097868	A330069E16Rik	91237146	91238352	1	2
ENSMUSG00000097317	Gm17281	91250743	91255995	-1	2
ENSMUSG00000097799	Gm26899	120532904	120539846	1	2
ENSMUSG00000097458	Gm26697	126521202	126553662	-1	2
ENSMUSG00000097818	Gm26681	150748281	150750762	-1	2
ENSMUSG00000097722	Gm26841	152694733	152696692	-1	2
ENSMUSG00000096972	Gm26883	169633646	169888503	-1	2
ENSMUSG00000097065	A630075F10Rik	170061240	170070671	-1	2
ENSMUSG00000097514	Gm17619	170192449	170194053	-1	2
ENSMUSG00000097879	Gm26869	178023808	178028736	-1	2
ENSMUSG00000097460	Gm26734	94834906	94836642	1	17
ENSMUSG00000097723	Gm26848	6314199	6493180	1	17
ENSMUSG00000097103	Gm2885	6798390	6827990	-1	17
ENSMUSG00000097796	Gm16702	8379045	8389468	-1	17
ENSMUSG00000097566	A930024N18Rik	15375000	15379475	1	17
ENSMUSG00000097759	Gm26753	21485177	21488875	-1	17
ENSMUSG00000096975	Gm16386	22784798	22817741	-1	17
ENSMUSG00000097517	Gm26695	23556769	23558313	1	17
ENSMUSG00000097518	Gm26694	25794894	25964784	1	17
ENSMUSG00000097523	1700022N22Rik	25985815	25988469	1	17
ENSMUSG00000097090	Gm26724	27201032	27203071	1	17
ENSMUSG00000097305	Gm17276	32113429	32141839	1	17
ENSMUSG00000097861	Gm26858	32369305	32378445	1	17
ENSMUSG00000097390	Gm26785	46273479	46280060	1	17
ENSMUSG00000097560	Gm26904	46471501	46825221	1	17
ENSMUSG00000097095	Gm26547	55557166	55563507	1	17
ENSMUSG00000097625	Gm26561	70878078	71393284	1	17
ENSMUSG00000097567	Gm26637	78882042	78892500	1	17
ENSMUSG00000097791	Gm17315	79354699	79358022	1	17
ENSMUSG00000097312	Gm26870	3000282	3038313	-1	9
ENSMUSG00000097469	Gm26733	20432760	20563282	1	9
ENSMUSG00000097422	Gm26521	20607766	20612485	-1	9
ENSMUSG00000097355	Gm26662	34588526	34589304	-1	9
ENSMUSG00000097334	2700012I20Rik	57075216	57076013	-1	9
ENSMUSG00000097734	B930082K07Rik	60687719	60690397	1	9
ENSMUSG00000097672	Gm26609	62804478	62808234	1	9
ENSMUSG00000097036	1110036E04Rik	64049829	64054100	1	9
ENSMUSG00000097720	Gm26849	70169986	70197548	-1	9
ENSMUSG00000096976	Gm26882	90094178	90095902	1	9
ENSMUSG00000097258	Gm26767	97068183	97073429	1	9
ENSMUSG00000097524	Gm26846	102345903	102354694	1	9
ENSMUSG00000097645	Gm26863	38384981	38386300	1	15
ENSMUSG00000097128	Gm26884	79689140	79692385	-1	15
ENSMUSG00000097301	AW121686	82982870	82989134	1	15
ENSMUSG00000097578	Gm26798	89211559	89215012	-1	15
ENSMUSG00000097234	Gm26518	102455526	102483722	-1	15
ENSMUSG00000097815	Gm26809	18844220	18847360	1	6
ENSMUSG00000097364	Gm26719	21985908	22067687	-1	6
ENSMUSG00000097206	Gm26699	38551531	38554007	-1	6
ENSMUSG00000097138	Gm26625	47546666	47551704	1	6
ENSMUSG00000097598	Gm26677	51379710	51392777	-1	6
ENSMUSG00000097579	Gm26799	112696777	112704668	1	6
ENSMUSG00000096931	Gm26656	128843786	128846959	1	6
ENSMUSG00000097505	Gm26540	148988729	148991431	1	6
ENSMUSG00000097444	Gm10489	10707176	10717242	-1	X
ENSMUSG00000097824	Gm26593	21360865	21364622	-1	X
ENSMUSG00000097037	Gm26818	29150251	29151825	-1	X
ENSMUSG00000097468	Mdrl	36814771	36817185	-1	X
ENSMUSG00000097197	9530027J09Rik	48276792	48285426	-1	X
ENSMUSG00000096946	Fmr1os	68667514	68678399	-1	X
ENSMUSG00000096919	Gm26775	81070694	81073102	-1	X
ENSMUSG00000097340	Gm26617	94793103	94798237	1	X
ENSMUSG00000096978	Gm26851	133687780	133707262	1	X
ENSMUSG00000096926	Gm26823	31859082	31861764	-1	18
ENSMUSG00000097553	4930455D15Rik	32663642	32837287	-1	18
ENSMUSG00000097755	2010110K18Rik	34751809	34758685	1	18
ENSMUSG00000097507	Gm26538	34796895	34803484	-1	18
ENSMUSG00000097080	1700086O06Rik	38238405	38250565	-1	18
ENSMUSG00000096982	Redrum	54422295	54452840	1	18
ENSMUSG00000097707	Gm26742	54981435	54987689	1	18
ENSMUSG00000096948	Gm4221	54990310	55079414	1	18
ENSMUSG00000097618	Gm26507	58210252	58221885	1	18
ENSMUSG00000097907	Raxos1	65937538	65940447	1	18
ENSMUSG00000097835	Gm26910	67773712	67774857	-1	18
ENSMUSG00000097712	Gm10532	75514645	75522806	1	18
ENSMUSG00000097666	A330094K24Rik	77729681	77733470	-1	18
ENSMUSG00000097738	4930445N18Rik	82855894	82870604	1	18
ENSMUSG00000097554	Gm26825	5781530	5783636	1	5
ENSMUSG00000097236	4831440E17Rik	25499067	25501541	1	5
ENSMUSG00000097453	Gm26894	28466374	28480973	1	5
ENSMUSG00000097479	Gm26582	92043064	92055960	1	5
ENSMUSG00000097135	4932430I15Rik	92804220	92809488	-1	5
ENSMUSG00000097489	Gm26808	109922649	109923481	-1	5
ENSMUSG00000097367	Gm26718	110259163	110269847	1	5
ENSMUSG00000097904	Gm26711	110385835	110388073	1	5
ENSMUSG00000097152	Gm26515	110779882	110781127	1	5
ENSMUSG00000097213	Gm26745	123047373	123230871	-1	5
ENSMUSG00000097338	Gm2464	13471906	13474596	-1	3
ENSMUSG00000097599	Gm26678	54631439	54634627	1	3
ENSMUSG00000097252	Gm6634	70772379	70807291	-1	3
ENSMUSG00000097420	Gm17575	96375646	96388864	-1	3
ENSMUSG00000097753	Gm26689	96377033	96385523	1	3
ENSMUSG00000097737	Gm26530	116488966	116493358	1	3
ENSMUSG00000097136	Gm26772	25548390	25554369	-1	14
ENSMUSG00000097542	Gm26751	55864311	55874735	-1	14
ENSMUSG00000097775	4931440J10Rik	62760501	62830126	1	14
ENSMUSG00000097501	Gm26536	62836908	62838207	-1	14
ENSMUSG00000097284	4930480K23Rik	69732784	69767113	1	14
ENSMUSG00000097172	4930444M15Rik	76514558	76520855	-1	14
ENSMUSG00000097142	Gm26778	102978220	102982528	1	14
ENSMUSG00000097358	Gm26773	118107831	118117100	1	14
ENSMUSG00000097859	Gm26601	9387139	9391741	1	13
ENSMUSG00000097838	C530050E15Rik	24631918	24638567	-1	13
ENSMUSG00000097461	Gm26735	28943048	28951671	1	13
ENSMUSG00000097151	Gm26514	38945543	38951313	-1	13
ENSMUSG00000097059	Fam120aos	48968287	48972031	1	13
ENSMUSG00000097242	Gm16907	63289601	63297147	-1	13
ENSMUSG00000097066	Platr2	65780905	65867305	1	13
ENSMUSG00000097118	Gm17514	66183079	66203636	-1	13
ENSMUSG00000097659	Gm26715	66349396	66365772	1	13
ENSMUSG00000097033	Gm26819	69809914	69816094	-1	13
ENSMUSG00000097582	Gm26527	93940990	93943015	-1	13
ENSMUSG00000097544	Gm26750	4088149	4089166	-1	8
ENSMUSG00000097230	Gm26853	19789798	19798548	1	8
ENSMUSG00000097263	Gm26804	20292477	20420781	1	8
ENSMUSG00000097839	Gm26909	22644861	22646286	1	8
ENSMUSG00000097928	Gm26578	32008504	32015759	1	8
ENSMUSG00000097257	Gm26768	34094548	34096149	1	8
ENSMUSG00000097474	Gm26584	40862395	40865647	-1	8
ENSMUSG00000097695	Gm26905	58171435	58298866	1	8
